sentiment,headline,processed_text
positive,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .
positive,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .","In China , Finnish Kone that provides elevator , escalator , and solution for modernisation and maintenance will build 342 escalator that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 year ' time ."
positive,"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .","According to PKC , the acquisition would bring a significant addition to PKC 's customer base ."
positive,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,Airbus ha 100 firm order for the A350 and 89 nonbinding commitment .
neutral,Aspo 's net sales in 2006 totaled EUR 225.9 million .,Aspo 's net sale in 2006 totaled EUR 225.9 million .
positive,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .","At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ."
neutral,Both companies ' existing investment plans will be coordinated .,Both company ' existing investment plan will be coordinated .
positive,Both the net sales and operating profit were record high in the company 's history .,Both the net sale and operating profit were record high in the company 's history .
neutral,E 's building system service had revenue of EUR 355 mln in 2007 .,E 's building system service had revenue of EUR 355 mln in 2007 .
positive,"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .","Elcoteq 's stock of order ha stabilised in the past week , Mr Krippl said ."
neutral,Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,Export account for about one tenth of the company 's annual turnover of one billion kroon .
positive,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .","Favourable currency rate also contributed to higher net sale , `` CEO Kari Kauniskangas said ."
positive,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .","Fiskars , a 360-year-old global business best known for it orange-handled scissors , expects to derive synergy of EUR5 million a year by consolidating certain part of the housewares division where the two compete ."
neutral,"For 2009 , Incap expects revenue of some EUR 70 million .","For 2009 , Incap expects revenue of some EUR 70 million ."
positive,"Full-year net sales are expected to increase by approximately 10 % , the company said .","Full-year net sale are expected to increase by approximately 10 % , the company said ."
neutral,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .","In 2006 the company 's net sale amounted to approximately EUR259m and it ha some 8,000 employee ."
neutral,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .","In 2009 , KONE had annual net sale of EUR 4.7 billion and approximately 34,000 employee ."
positive,"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .","In addition to the Indian market , the new plant will serve Salcomp 's customer globally , the company said ."
positive,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .","in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier ."
positive,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .","In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engine and propulsion machinery for the same vessel ."
neutral,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .","In the second quarter of 2009 , net sale through operator business partner represented 47 % of the Group 's total net sale ."
positive,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .","India 's trade with Russia currently stand at four billion dollar , growing 9.6 per cent in fiscal 2007 ."
positive,"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .","Instead , Elcoteq ha signed a non-binding Letter of Intent with another Asian strategic investor ."
neutral,International operations accounted for over 80 % of net sales .,International operation accounted for over 80 % of net sale .
neutral,"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .","Latin America currently account for approximately 40 % of sale at Finnish BSS-OSS and VAS supplier for telecom operator Tecnotree , company president and CEO Eero Mertano told BNamericas ."
positive,"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .","Lithuanian beer maker sold 256.88 million liter of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liter ."
positive,Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,Loss after tax amounted to EUR 1.2 mn compared to a loss of 2.6 mn .
neutral,"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .","Net sale in 2010 were about EUR 2.0 billion , of which international operation accounted for roughly a quarter ."
positive,Net sales revenue per passenger is expected to increase .,Net sale revenue per passenger is expected to increase .
neutral,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .","Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal document ."
neutral,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .","Operating income wa EUR -24.9 mn , including EUR 15.3 mn of restructuring expense ."
neutral,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sale of EUR156 .3 m .
neutral,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,Poyry 's net sale in 2007 amounted to about EUR 720 million and it employ 7400 expert .
positive,Return on investment was 16.6 % compared to 15.8 % in 2004 .,Return on investment wa 16.6 % compared to 15.8 % in 2004 .
neutral,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,Roshan 's net sale in 2006 were $ 191 million and EBITDA wa $ 66.5 million .
positive,Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,Self-service and automation are in a bigger role now and Fujitsu 's global resource will be exploited effectively .
neutral,"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .","The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share ."
neutral,"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .","The company , employing 6,400 , reported net sale of 620 mln euro $ 823.2 mln for 2006 ."
positive,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .
neutral,"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .","The company reported net sale of EUR550m in 2005 and had some 3,200 employee ."
neutral,The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,The company 's net sale in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .
neutral,"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .","The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn ."
neutral,"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .","The decision of Tekes wa based on , among other , the following ground : the project ha a significant impact on the business development of the company ."
neutral,"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .","The estimated turnover of the new company is LVL 2,5 million EEK 40 million ."
neutral,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .,The Finnish company claim to have over a quarter of a million contented Tulikivi fireplace business and homeowner worldwide .
neutral,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisement to skier helmet and cap .
neutral,"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .","The Group , with net sale of EUR 235 million in 2009 , employ more than 2 000 people in 33 country ."
neutral,The group had an order book of EUR 7.74 mn at the end of 2007 .,The group had an order book of EUR 7.74 mn at the end of 2007 .
positive,The insurer anticipates its share in Nordea 's net profit to be significant .,The insurer anticipates it share in Nordea 's net profit to be significant .
positive,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .","The item included restructuring cost of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 ."
positive,"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .","The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China ."
positive,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .","The price of raw material aluminium went up at the end of 2005 , but the company considers it outlook for 2006 favourable ."
positive,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","The refining margin for the year wa $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year ."
neutral,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .","The report also said Nokia 's operation comprising the site at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur ."
positive,"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .","The subdivision made sale revenue last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profit of EUR 44.5 million EUR 7.4 million ."
neutral,The value of orders on hand totaled EUR 237.1 mn .,The value of order on hand totaled EUR 237.1 mn .
neutral,The value of the confirmed aircraft orders totals EUR 2bn .,The value of the confirmed aircraft order total EUR 2bn .
positive,"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .","Vaahto , which ha entered the deal via it subsidiary Vaahto Pulp & Paper Machinery , will supply two of the unit in the end of 2010 , while the remaining one are expected for delivery in the beginning of 2011 ."
positive,"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .","Via the move , the company aim annual saving of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year ."
positive,Viking Line manages well with its current ferries .,Viking Line manages well with it current ferry .
positive,SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crown ( $ 42.4 - 35.2 euro ) from 310 crown ( $ 39.8 - 33.1 euro ) .
positive,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .
neutral,"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .","`` In Ukraine , too , we act a a partner for major bakery client in both production and product development ."
positive,"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .","`` Neste Oil is working with over 20 research community in Europe , America , Africa , Asia , and Australia to develop and introduce new raw material ."
positive,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',`` The announced investment of the carmaker Hyundai for example sound optimistically for u a of course new car mean new tire . ``
neutral,`` They 've already allocated money for the inventory .,`` They 've already allocated money for the inventory .
positive,3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for it newest Airbus A330 aircraft for syndication into the Japanese operating lease market .
positive,"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .","According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drink in Finland ."
positive,Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,Finnish Ahlstrom Corporation ha ordered key production equipment for a new glass nonwovens production line at it Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .
neutral,Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,Finnish navigation device manufacturer Benefon that is changing it name to GeoSentric report net sale of about EUR 1.1 mn in the second quarter of 2007 .
positive,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,Finnish Vacon ha signed significant deal with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drive .
positive,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,Finnish-Swedish TietoEnator is expanding it business quickly in Russia .
positive,"H+_kan Dahlstr+¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .","H+_kan Dahlstr+¦m , head of mobility service at TeliaSonera , ha forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 ."
neutral,The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .
positive,"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .","According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with it restructuring program ."
positive,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .","According to Olvi 's Managing Director Lasse Aho , the company ha an ongoing MMX Plus project that aim to find growth outside Finland ."
neutral,"According to Scanfil 's President Harri Takanen , Scanfil 's investment activity proceeded according to the strategy on several fronts in 2010 .","According to Scanfil 's President Harri Takanen , Scanfil 's investment activity proceeded according to the strategy on several front in 2010 ."
positive,Acquisitions have been made and businesses have been well integrated .,Acquisitions have been made and business have been well integrated .
neutral,Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,Alma Media 's net sale in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .
neutral,Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sale of 89.1 mln euro ( $ 116.8 mln ) in 2006 .
neutral,"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .","Auburn 's sale in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employ some 150 people ."
positive,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,Brazilian mobile player Telemig Celular yesterday announced that it ha selected Finnish software developer Tecnomen Oyj to expand it prepaid billing system .
positive,"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .","Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solution ha received significant hatch cover order for bulk carrier ."
neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .","Cargotec 's sale totalled EUR 3.4 billion in 2008 and it employ approximately 10,500 people ."
positive,Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,Commencing the construction work of Pearl Plaza is a significant step in our Russian project .
neutral,CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sale of EUR108 .7 m for the year 2008 .
positive,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .","Cost saving will then rise to some 20 mln eur a year from 2007 , OKO said ."
positive,Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,Cramo Group 's financial target for 2010-2013 are sale growth higher than 10 percent per year ; return on equity above 15 percent .
neutral,Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,Cymed 's net sale are expected to amount to EUR 3.5 mn in 2006 .
neutral,Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,Delhaize Le Lion ha selected the Aldata G.O.L.D . Vocal PDA solution on the Motorola WT4090 PDA terminal .
positive,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .
positive,Efficiency programs totalling 100 million euros are under way in Finnair .,Efficiency program totalling 100 million euro are under way in Finnair .
neutral,Elcoteq 's revenues in 2007 were approximately EUR 120 million .,Elcoteq 's revenue in 2007 were approximately EUR 120 million .
positive,Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,Elektrobit ( EB ) ha renewed it IT infrastructure contract with ICT service provider Fujitsu Services for EB 's Patja service .
positive,European traffic grew nearly 30 % .,European traffic grew nearly 30 % .
neutral,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sale of EUR342 .9 m for the period January-June 2008 .
neutral,Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,Finnish aluminium product manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sale of EUR55 .2 m for the period January-June 2008 .
neutral,Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sale of EUR386 .0 m for the financial period January-June 2008 .
positive,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,Finnish elevator and escalator maker KONE Corporation said on Tuesday ( 18 March ) that it ha received a major order from Sir Robert McAlpine to supply all elevator and escalator for the Watermark Place project in the City of London .
positive,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .","Finnish financial software developer Basware Oyj said today it will provide it invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 ."
positive,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .","Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machine and 44 harvester head to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractor ."
neutral,Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sale of EUR201 .5 m for the period January-September 2008 .
neutral,Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,Finnish logistics and information solution provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sale of EUR35 .1 m for the period January-September 2008 .
positive,"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+—maco Borba mill in the Brazilian state of Paran+è .","Finnish Metso will supply new wood handling and bleaching line , a well a a rebuild of the kraft liner washing line for Klabin 's Tel+—maco Borba mill in the Brazilian state of Paran+è ."
neutral,"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .","Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sale of EUR1 .5 m for the third quarter 2008 ."
positive,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .","Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued it third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , a compared to a loss of EUR0 .5 m in the third quarter of 2007 ."
positive,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+_cs , where the company has two plants .","Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft ha announced plan to recruit more than 650 new staffer to fulfill new order in P+_cs , where the company ha two plant ."
neutral,"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .","Following the payment made in April , the company ha a total of EUR 23.0 million in loan from financial institution ."
positive,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .","For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit wa EUR3 .2 m , compared to EUR2 .9 m in the previous year ."
positive,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .","For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT ha chosen Telenor and Elisa a it principal supplier of ICT solution in Norway , Sweden , Denmark and Finland ."
neutral,"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .","For the fiscal year ending September 30 , 2009 the revenue from these customer wa $ 10.012 million or around 11.0 % of the transportation group 's revenue ."
neutral,"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .","Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved ."
positive,"However , he expects banks to provide alternative financing .","However , he expects bank to provide alternative financing ."
neutral,In 2005 the bank posted a net profit of Lt 8.2 mn .,In 2005 the bank posted a net profit of Lt 8.2 mn .
neutral,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .","In 2006 , TeliaSonera net sale were SEK 91 bn , EBITDA wa SEK 32.266 bn , net income wa SEK 19.28 bn ."
neutral,"In 2007 , Alma Media 's operating profit was about EUR 53mn .","In 2007 , Alma Media 's operating profit wa about EUR 53mn ."
neutral,"In 2007 , almost two thirds of Orion 's net sales came from these drugs .","In 2007 , almost two third of Orion 's net sale came from these drug ."
neutral,"In 2007 , Huhtamaki will continue to invest in organic growth .","In 2007 , Huhtamaki will continue to invest in organic growth ."
positive,"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .","In 2007 , Marimekko ha also opened concept store in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark ."
neutral,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .","In 2007 , the Group 's net sale stood at EUR 22 million and it had about 150 employee at the end of June , 2008 ."
positive,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .","In 2008 , the deal is likely to bring saving of EUR 20mn-25mn ."
neutral,"In 2009 , it reported net sales of approximately EUR 6mn .","In 2009 , it reported net sale of approximately EUR 6mn ."
neutral,"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .","In 2010 , the Marimekko Group s net sale were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit wa EUR 8,169 thousand ( EUR 6,291 thousand ) ."
neutral,"In beers , Olvi retained its market position .","In beer , Olvi retained it market position ."
neutral,"In January-September 2007 , operating profit totaled EUR 20.5 mn .","In January-September 2007 , operating profit totaled EUR 20.5 mn ."
positive,"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .","In Middle East & North Africa , Tecnotree ha grown considerably in the recent year ."
positive,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,in Q1 2010 18 May 2010 - Finnish electrical component maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .
positive,"In the end of 2006 , the number of outlets will rise to 60-70 .","In the end of 2006 , the number of outlet will rise to 60-70 ."
positive,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .","In the first quarter of 2010 , the mark-to-market result wa a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ."
positive,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,Incap Contract Manufacturing Services Private Limited ha inked agreement with six new customer in India .
positive,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,It also said it third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .
positive,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .
positive,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .
neutral,It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,It appears from statistic of the Technical Surveillance Authority that customer who switch service provider mostly transfer their number to Elisa 's network .
